JCri_Nro.48_SecNro.145;Juzgado Criminal de Instruccion Nro. 48   ;Secretaria Nro. 145
JCri_Nro.49_SecNro.169;Juzgado Criminal de Instruccion Nro. 49   ;Secretaria Nro. 169   
JCri_Nro.49_SecNro.207;Juzgado Criminal de Instruccion Nro. 49   ;Secretaria Nro. 207 
JN_Rogatorias;Juzgado Nacional de Rogatorias ;N/A
JCorr_Nro.1_SecNro.51;Juzgado Correccional Nro. 1;Secretaria Nro. 51 
JCorr_Nro.1_SecNro.52;Juzgado Correccional Nro. 1;Secretaria Nro. 52
JCorr_Nro.2_SecNro.58;Juzgado Correccional Nro. 2;Secretaria Nro. 58
JCorr_Nro.2_SecNro.59;Juzgado Correccional Nro. 2;Secretaria Nro. 59
JCorr_Nro.3_SecNro.60;Juzgado Correccional Nro. 3;Secretaria Nro. 60
JCorr_Nro.3_SecNro.62;Juzgado Correccional Nro. 3;Secretaria Nro. 62
JCorr_Nro.4_SecNro.66;Juzgado Correccional Nro. 4;Secretaria Nro. 66
JCorr_Nro.4_SecNro.67;Juzgado Correccional Nro. 4;Secretaria Nro. 67
JCorr_Nro.5_SecNro.73;Juzgado Correccional Nro. 5;Secretaria Nro. 73
JCorr_Nro.5_SecNro.75;Juzgado Correccional Nro. 5;Secretaria Nro. 75
JCorr_Nro.6_SecNro.55;Juzgado Correccional Nro. 6;Secretaria Nro. 55
JCorr_Nro.6_SecNro.101;Juzgado Correccional Nro. 6;Secretaria Nro. 101
JCorr_Nro.7_SecNro.56;Juzgado Correccional Nro. 7;Secretaria Nro. 56
JCorr_Nro.7_SecNro.57;Juzgado Correccional Nro. 7;Secretaria Nro. 57
JCorr_Nro.8_SecNro.61;Juzgado Correccional Nro. 8;Secretaria Nro. 61
JCorr_Nro.8_SecNro.63;Juzgado Correccional Nro. 8;Secretaria Nro. 63
JCorr_Nro.9_SecNro.64;Juzgado Correccional Nro. 9;Secretaria Nro. 64
JCorr_Nro.9_SecNro.65;Juzgado Correccional Nro. 9;Secretaria Nro. 65
JCorr_Nro.10_SecNro.74;Juzgado Correccional Nro. 10;Secretaria Nro. 74
JCorr_Nro.10_SecNro.76;Juzgado Correccional Nro. 10;Secretaria Nro. 76
JCorr_Nro.11_SecNro.71;Juzgado Correccional Nro. 11;Secretaria Nro. 71
JCorr_Nro.11_SecNro.72;Juzgado Correccional Nro. 11;Secretaria Nro. 72
JCorr_Nro.12_SecNro.77;Juzgado Correccional Nro. 12;Secretaria Nro. 77
JCorr_Nro.12_SecNro.78;Juzgado Correccional Nro. 12;Secretaria Nro. 78
JCorr_Nro.13_SecNro.79;Juzgado Correccional Nro. 13;Secretaria Nro. 79
JCorr_Nro.13_SecNro.80;Juzgado Correccional Nro. 13;Secretaria Nro. 80
JCorr_Nro.14_SecNro.81;Juzgado Correccional Nro. 14;Secretaria Nro. 81
JCorr_Nro.14_SecNro.82;Juzgado Correccional Nro. 14;Secretaria Nro. 82
JMe_Nro.1_SecNro.1;Juzgado de Menores Nro. 1;Secretaria Nro. 1
JMe_Nro.1_SecNro.2;Juzgado de Menores Nro. 1;Secretaria Nro. 2
JMe_Nro.1_SecNro.3;Juzgado de Menores Nro. 1;Secretaria Nro. 3
JMe_Nro.2_SecNro.4;Juzgado de Menores Nro. 2;Secretaria Nro. 4
JMe_Nro.2_SecNro.5;Juzgado de Menores Nro. 2;Secretaria Nro. 5
JMe_Nro.2_SecNro.6;Juzgado de Menores Nro. 2;Secretaria Nro. 6
JMe_Nro.3_SecNro.7;Juzgado de Menores Nro. 3;Secretaria Nro. 7
JMe_Nro.3_SecNro.8;Juzgado de Menores Nro. 3;Secretaria Nro. 8
JMe_Nro.3_SecNro.9;Juzgado de Menores Nro. 3;Secretaria Nro. 9
JMe_Nro.4_SecNro.10;Juzgado de Menores Nro. 4;Secretaria Nro. 10
JMe_Nro.4_SecNro.11;Juzgado de Menores Nro. 4;Secretaria Nro. 11
JMe_Nro.4_SecNro.12;Juzgado de Menores Nro. 4;Secretaria Nro. 12
JMe_Nro.5_SecNro.13;Juzgado de Menores Nro. 5;Secretaria Nro. 13
JMe_Nro.5_SecNro.14;Juzgado de Menores Nro. 5;Secretaria Nro. 14
JMe_Nro.5_SecNro.15;Juzgado de Menores Nro. 5;Secretaria Nro. 15
JMe_Nro.6_SecNro.16;Juzgado de Menores Nro. 6;Secretaria Nro. 16
JMe_Nro.6_SecNro.17;Juzgado de Menores Nro. 6;Secretaria Nro. 17
JMe_Nro.6_SecNro.18;Juzgado de Menores Nro. 6;Secretaria Nro. 18
JMe_Nro.7_SecNro.19;Juzgado de Menores Nro. 7;Secretaria Nro. 19
JMe_Nro.7_SecNro.20;Juzgado de Menores Nro. 7;Secretaria Nro. 20
JMe_Nro.7_SecNro.21;Juzgado de Menores Nro. 7;Secretaria Nro. 21
TOM_Nro.1_CP;Tribunal Oral de Menores Nro. 1 de la Capital Federal;N/A
TOM_Nro.2_CP;Tribunal Oral de Menores Nro. 2 de la Capital Federal;N/A
TOM_Nro.3_CP;Tribunal Oral de Menores Nro. 3 de la Capital Federal;N/A
TOCri_Nro.1 _CP;Tribunal Oral en lo Criminal Nro. 1  de la Capital Federal;N/A
TOCri_Nro.2_CP;Tribunal Oral en lo Criminal Nro. 2 de la Capital Federal;N/A
TOCri_Nro.3_CP;Tribunal Oral en lo Criminal Nro. 3 de la Capital Federal;N/A
TOCri_Nro.4_CP;Tribunal Oral en lo Criminal Nro. 4 de la Capital Federal;N/A
TOCri_Nro.5_CP;Tribunal Oral en lo Criminal Nro. 5 de la Capital Federal;N/A
TOCri_Nro.6_CP;Tribunal Oral en lo Criminal Nro. 6 de la Capital Federal;N/A
TOCri_Nro.7_CP;Tribunal Oral en lo Criminal Nro. 7 de la Capital Federal;N/A
TOCri_Nro.8_CP;Tribunal Oral en lo Criminal Nro. 8 de la Capital Federal;N/A
TOCri_Nro.9_CP;Tribunal Oral en lo Criminal Nro. 9 de la Capital Federal;N/A
TOCri_Nro.10_CP;Tribunal Oral en lo Criminal Nro. 10 de la Capital Federal;N/A
TOCri_Nro.11_CP;Tribunal Oral en lo Criminal Nro. 11 de la Capital Federal;N/A
TOCri_Nro.12_CP;Tribunal Oral en lo Criminal Nro. 12 de la Capital Federal;N/A
TOCri_Nro.13_CP;Tribunal Oral en lo Criminal Nro. 13 de la Capital Federal;N/A
TOCri_Nro.14_CP;Tribunal Oral en lo Criminal Nro. 14 de la Capital Federal;N/A
TOCri_Nro.15_CP;Tribunal Oral en lo Criminal Nro. 15 de la Capital Federal;N/A
TOCri_Nro.16_CP;Tribunal Oral en lo Criminal Nro. 16 de la Capital Federal;N/A
TOCri_Nro.17_CP;Tribunal Oral en lo Criminal Nro. 17 de la Capital Federal;N/A
TOCri_Nro.18_CP;Tribunal Oral en lo Criminal Nro. 18 de la Capital Federal;N/A
TOCri_Nro.19_CP;Tribunal Oral en lo Criminal Nro. 19 de la Capital Federal;N/A
TOCri_Nro.20_CP;Tribunal Oral en lo Criminal Nro. 20 de la Capital Federal;N/A
TOCri_Nro.21_CP;Tribunal Oral en lo Criminal Nro. 21 de la Capital Federal;N/A
TOCri_Nro.22_CP;Tribunal Oral en lo Criminal Nro. 22 de la Capital Federal;N/A
TOCri_Nro.23_CP;Tribunal Oral en lo Criminal Nro. 23 de la Capital Federal;N/A
TOCri_Nro.24_CP;Tribunal Oral en lo Criminal Nro. 24 de la Capital Federal;N/A
TOCri_Nro.25_CP;Tribunal Oral en lo Criminal Nro. 25 de la Capital Federal;N/A
TOCri_Nro.26_CP;Tribunal Oral en lo Criminal Nro. 26 de la Capital Federal;N/A
TOCri_Nro.27_CP;Tribunal Oral en lo Criminal Nro. 27 de la Capital Federal;N/A
TOCri_Nro.28_CP;Tribunal Oral en lo Criminal Nro. 28 de la Capital Federal;N/A
TOCri_Nro.29_CP;Tribunal Oral en lo Criminal Nro. 29 de la Capital Federal;N/A
TOCri_Nro.30_CP;Tribunal Oral en lo Criminal Nro. 30 de la Capital Federal;N/A
